PartitionKey,RowKey,Outcome,MarriageDate,ChildrenData,DivorceData,DivorceDate,MalePersonId,FemalePersonId,Embeddings,KutaScore,MarriageDuration
Love-c34e213b2d,,Happiness,01/12/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean1935,"[3.0,0.0,8.0,7.0,0.0,2.0,1.0,0.0]",60,0
Love-c40df96382,,Dissolution,10/29/1947,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/1973,GowerChampion1921,MargeChampion1919,"[0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0]",20,25.177275838466805
Love-c4524960d0,,Happiness,06/17/1948,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,ChristianDior1905,CarmendeTommaso1909,"[3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0]",35,0
Love-c497300e32,,Dissolution,07/01/1994,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1996,IvanoFossati1951,EvaGrimaldi1961,"[3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0]",35,2.001368925393566
Love-c4cb9e6cc8,,Dissolution,07/05/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",12/21/2007,ThierryHenry1977,Jean1965,"[0.0,6.0,0.0,7.0,0.0,2.0,0.0,0.0]",40,4.462696783025325
Love-c517e3ed38,,Dissolution,06/30/1938,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",06/30/1940,PhilippeAgostini1910,GinetteLeclerc1912,"[0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0]",20,2.001368925393566
Love-c774b25645,,Dissolution,11/15/1953,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1960,JacquesCharrier1936,FrançoisePrévost1929,"[0.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0]",35,6.626511521788729
Love-c8548f09ac,,Happiness,09/10/1970,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,MichelBouquet1925,DominiqueLavanant1944,"[0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]",5,0
Love-c924411e36,,Happiness,08/15/1955,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PierreBrasseur1905,ChristineCarère1930,"[0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0]",25,0
Love-c96b322016,,Happiness,02/02/1949,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,MassimoSerato1917,DorisDuranti1917,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0]",40,0
Love-c9804a309d,,Happiness,02/10/1951,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",01/01/0001,JacquesDacqmine1924,OdileVersois1930,"[0.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0]",35,0
Love-c9ad1856b6,,Dissolution,07/07/1996,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/22/2015,AntonioBanderas1960,ValeskaCanoletti1973,"[0.0,0.0,8.0,0.0,5.0,0.0,1.0,4.0]",50,18.543463381245722
Love-ca1ad71d61,,Happiness,07/07/1935,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,GianniAgnelli1921,AnnaBonomi1910,"[3.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0]",45,0
Love-ca8842e862,,Happiness,08/12/1958,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,RobertRedford1936,JeanSchillinger1934,"[0.0,0.0,8.0,0.0,0.0,0.0,1.0,4.0]",35,0
Love-caf1a4a350,,Dissolution,12/05/1966,"{""children"":{""adoptedCount"":""2"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",12/05/1967,CharlesBronson1921,LynnePalmer1932,"[0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0]",20,0.999315537303217
Love-cb46cbb66a,,Dissolution,07/01/1991,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1996,FrédéricBeigbeder1965,FabienneJacomet1967,"[3.0,6.0,8.0,7.0,5.0,2.0,1.0,0.0]",90,5.002053388090349
Love-cb5b8ff50a,,Tragedy,02/17/1993,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,StefanoCasiraghi1960,NatachaCanoletti1972,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0]",20,0
Love-cb6ef0d015,,Happiness,06/30/1966,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""high""}}",01/01/0001,RobertBadinter1928,ElisabethBadinter1944,"[0.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0]",40,0
Love-cb7020bd45,,Happiness,02/26/1917,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,MartinHeidegger1889,AnnaSiemsen1882,"[0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0]",20,0
Love-cc13c32f73,,Dissolution,02/05/1974,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",03/05/1985,NeilDiamond1941,SharonLeePercy1944,"[0.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0]",40,11.077344284736482
Love-cc39f6e8d5,,Happiness,11/22/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,JoséFerrer1912,RosemaryClooney1928,"[3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0]",20,0
Love-cdd6f8503f,,Dissolution,12/15/1989,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",09/29/1993,GeorgeClooney1961,BeverlyAnnJarosz1948,"[3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0]",45,3.789185489390828
Love-ce49a503e4,,Happiness,07/13/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,AdrianoCelentano1938,CaterinaCaselli1946,"[3.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",50,0
Love-ce7067abe7,,Dissolution,12/04/1976,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""average"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",11/07/1982,JohnWarner1927,ElizabethCondon1942,"[3.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",70,5.924709103353867
Love-cef51b9d93,,Happiness,07/01/1991,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,BernardArnault1949,HeleneHalphen1958,"[3.0,6.0,0.0,7.0,5.0,2.0,0.0,0.0]",65,0
Love-cf21d03791,,Dissolution,12/04/1976,"{""children"":{""adoptedCount"":""3"",""biologicalCount"":""4"",""diedChildrenCount"":""1"",""childrenHealth"":""Michael Howard Wilding had epilepsy"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",11/07/1982,JohnWarner1927,ElizabethTaylor1932,"[3.0,0.0,8.0,7.0,0.0,2.0,1.0,0.0]",60,5.924709103353867
Love-cfacac6fc7,,Dissolution,12/20/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",12/18/1960,RogerVadim1928,ClaireMotte1937,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,1.995893223819302
Love-cfc0b0995f,,Happiness,07/26/1904,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":""average"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,LéonFrapié1863,PaulineCarton1884,"[3.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0]",35,0
Love-d02b112af4,,Happiness,12/13/2003,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,LucianoPavarotti1935,NicolettaMantovani1969,"[3.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0]",40,0
Love-d0c6a1f761,,Dissolution,07/07/2002,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""abuse"",""dataCredibility"":""high""}}",05/16/2004,NicolasCage1964,DominiqueConstanza1948,"[3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0]",30,1.8590006844626967
Love-d1bd0256eb,,Happiness,10/20/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,LouisMalle1932,GilberteVoisin1919,"[3.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0]",65,0
Love-d1d252d8f1,,Happiness,12/30/1933,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,JeanPaulhan1884,DominiqueAury1907,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0]",10,0
Love-d1e447e0ce,,Dissolution,07/01/1993,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1995,MarioCipollini1967,FiorellaPierobon1960,"[3.0,6.0,0.0,7.0,5.0,2.0,1.0,0.0]",65,1.998631074606434
Love-d206a47a71,,Dissolution,07/01/1967,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":""John-Henry Williams had ADHD"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",07/01/1968,TedWilliams1918,JackieFlynt1923,"[3.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0]",65,1.002053388090349
Love-d2bacef94e,,Happiness,07/01/1905,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""2"",""childrenHealth"":""average"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,Marie1836,AugustLouisFauchard1881,"[3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0]",40,0
Love-d34ddc3a33,,Struggle,01/01/0001,"{""children"":{""adoptedCount"":""3"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":""one adopted child, Tam Farrow, has cancer"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,WoodyAllen1935,MiaFarrow1945,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0,0
Love-d3cf78db60,,Dissolution,07/04/2007,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/28/2011,TonyParker1982,JuliePrive1976,"[3.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0]",45,3.57015742642026
Love-d4423fd19e,,Happiness,01/12/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean1937,"[3.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0]",40,0
Love-d45d649120,,Happiness,02/06/1962,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,EnricoMariaSalerno1926,GiorgiaMoll1938,"[3.0,6.0,8.0,7.0,5.0,0.0,0.0,0.0]",80,0
Love-d47ee2ab27,,Dissolution,07/01/1984,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1991,BernardKouchner1939,ChristineOckrent1944,"[3.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0]",45,6.997946611909651
Love-d58f1911db,,Dissolution,07/01/1953,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1963,JacquesLacan1901,SylviaBataille1908,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0]",30,9.998631074606434
Love-d5b6f8b044,,Happiness,07/18/1966,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,MichelPiccoli1925,JulietteGréco1927,"[3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0]",30,0
Love-d5c21308bf,,Dissolution,07/05/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1984,ThierryRoussel1953,Jean1952,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,11.989961213780514
Love-d5c5de745c,,Happiness,08/21/1976,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""5"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,LarryFlynt1942,AltheaFlynt1953,"[0.0,6.0,0.0,7.0,0.0,0.0,1.0,0.0]",40,0
Love-d6f13b6cf7,,Happiness,12/22/1951,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,YvesMontand1921,SimoneBidon1927,"[0.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0]",60,0
Love-d701132c9f,,Happiness,06/15/1955,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,WalterMercer1890,JacqueMercer1931,"[0.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0]",60,0
Love-d7e9be963c,,Happiness,07/01/1969,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,IanTough1947,JanetteTough1947,"[0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0]",35,0
Love-d80a2414fa,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19381,"[0.0,6.0,8.0,0.0,5.0,0.0,0.0,0.0]",55,0
Love-d840aef472,,Happiness,03/03/1996,"{""children"":{""adoptedCount"":""1"",""biologicalCount"":""4"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,JohnnyHallyday1943,SylvieChermet1951,"[3.0,6.0,8.0,7.0,0.0,0.0,1.0,0.0]",70,0
Love-d881fb95d3,,Dissolution,12/17/1993,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/15/2001,BorisBecker1967,CarlaParenti1963,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,7.080082135523614
Love-d88daa9299,,Dissolution,07/01/1997,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""4"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/2005,GérardDepardieu1948,CaroleBouquet1957,"[0.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0]",45,8
Love-d8a8e05a96,,Dissolution,08/13/1964,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",02/14/1969,AlainDelon1935,NathalieDelon1941,"[0.0,6.0,8.0,0.0,5.0,0.0,1.0,0.0]",55,4.506502395619439
Love-d9018c81b8,,Struggle,02/02/1945,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""1"",""childrenHealth"":""issues"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",01/01/0001,SamSheppard1923,MarilynSheppard1923,"[3.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0]",40,0
Love-d9b54f49b9,,Dissolution,07/05/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1984,ThierryRoussel1953,Jean19523,"[3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0]",15,11.989961213780514
Love-dad5373dc9,,Happiness,05/25/1953,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,WalterUlbricht1893,MargotHonecker1927,"[3.0,0.0,8.0,0.0,5.0,2.0,0.0,0.0]",50,0
Love-daeb1b1aa9,,Happiness,01/29/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19401,"[0.0,0.0,8.0,7.0,5.0,0.0,1.0,4.0]",70,0
Love-dbfff9103e,,Dissolution,07/01/1981,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1982,StephenNichols1951,TerryAnnHolladay1955,"[3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0]",25,0.999315537303217
Love-dcc31c3338,,Dissolution,07/01/1986,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""low""}}",07/01/1987,EdmundKemper1948,ZoëLund1962,"[0.0,6.0,8.0,0.0,5.0,0.0,1.0,4.0]",65,0.999315537303217
Love-dd10e40404,,Dissolution,11/11/1975,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""irreconcilable differences"",""dataCredibility"":""high""}}",07/23/2014,DarylDragon1942,ToniTennille1940,"[0.0,6.0,8.0,7.0,5.0,0.0,1.0,0.0]",75,38.69678302532512
Love-dd1d99c8fd,,Happiness,07/01/1954,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""0"",""childrenHealth"":""healthy"",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,CesareFantoni1905,BiceValori1927,"[3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]",10,0
Love-de32fb9664,,Happiness,08/10/2007,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""medium""}}",01/01/0001,ChristopheLambert1964,SylvieAndrieux1961,"[3.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0]",45,0
Love-dea8cdf79e,,Dissolution,07/12/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""""}}",07/01/1984,ThierryRoussel1953,Jean1951,"[3.0,0.0,8.0,0.0,0.0,0.0,1.0,4.0]",45,11.97079625827059
Love-df4a78a31e,,Happiness,08/15/2001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""medium""}}","{""divorce"":{""reason"":""not available"",""dataCredibility"":""low""}}",01/01/0001,FrançoisCluzet1955,ValérieBonneton1970,"[3.0,0.0,0.0,7.0,5.0,0.0,1.0,4.0]",55,0
Love-dfaf8b9488,,Dissolution,10/28/1972,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":"""",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""adultery"",""dataCredibility"":""high""}}",07/01/1991,MaurizioGucci1948,PatriziaReggiani1948,"[0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0]",40,18.673054985169973
Love-e0999c7c1f,,Tragedy,01/01/0001,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""2"",""diedChildrenCount"":""1"",""childrenHealth"":""Jeanne died at 21, Amedeo died at 35"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,AmedeoModigliani1884,JeanneHébuterne1898,"[3.0,6.0,8.0,0.0,5.0,0.0,1.0,0.0]",65,0
Love-e0aa20b16f,,Tragedy,01/28/1950,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""0"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,JamesDean1931,BetseyGoodspeed1926,"[3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",10,0
Love-e0c7dd790e,,Happiness,01/12/1958,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""3"",""diedChildrenCount"":""1"",""childrenHealth"":""Scott Newman died of an accidental overdose in 1978"",""dataCredibility"":""high""}}","{""divorce"":{""reason"":""none"",""dataCredibility"":""high""}}",01/01/0001,PaulNewman1925,Jean19382,"[0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0]",35,0
Love-e153bc4a1b,,Happiness,07/02/2015,"{""children"":{""adoptedCount"":""0"",""biologicalCount"":""1"",""diedChildrenCount"":""0"",""childrenHealth"":"""",""dataCredibility"":""low""}}","{""divorce"":{""reason"":"""",""dataCredibility"":""low""}}",01/01/0001,GaspardUlliel1984,SophieMarechal1991,"[0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0]",20,0
